Congregate Meals,Home Meals,NFCSP,Preventive Services,Supportive Services,pop60,scenarioId,scenario,State,Year,Total Title III,id
6532156,3300236,2195656,289398,5066128,998824,1,Allocation proportional to the share of senior pop,Colorado,2019,17383574,8
5241452,2487455,1717627,245082,4358914,747147,1,Allocation proportional to the share of senior pop,Connecticut,2015,14050530,9
5241452,2565047,1746824,244076,4341017,775540,1,Allocation proportional to the share of senior pop,Connecticut,2016,14138416,9
5071914,2562479,1704825,224704,3933611,775540,1,Allocation proportional to the share of senior pop,Connecticut,2017,13497533,9
5071913,2562479,1704824,224704,3933611,775540,1,Allocation proportional to the share of senior pop,Connecticut,2018,13497531,9
5071913,2562478,1704824,224704,3933611,775540,1,Allocation proportional to the share of senior pop,Connecticut,2019,13497530,9
2177988,1075581,723622,98653,1728330,196251,1,Allocation proportional to the share of senior pop,Delaware,2015,5804174,10
2219293,1120393,745401,98248,1721234,209572,1,Allocation proportional to the share of senior pop,Delaware,2016,5904569,10
2219292,1120392,745400,98247,1721233,209572,1,Allocation proportional to the share of senior pop,Delaware,2017,5904564,10
2217705,1120392,745400,98247,1719981,209572,1,Allocation proportional to the share of senior pop,Delaware,2018,5901725,10
2217600,1120392,745400,98247,1719898,209572,1,Allocation proportional to the share of senior pop,Delaware,2019,5901537,10
2177988,1075581,723622,98653,1728330,103933,1,Allocation proportional to the share of senior pop,District of Columbia,2015,5804174,11
2219293,1120393,745401,98248,1721234,107162,1,Allocation proportional to the share of senior pop,District of Columbia,2016,5904569,11
2219292,1120392,745400,98247,1721233,107162,1,Allocation proportional to the share of senior pop,District of Columbia,2017,5904564,11
2217705,1120392,745400,98247,1719981,107162,1,Allocation proportional to the share of senior pop,District of Columbia,2018,5901725,11
2217600,1120392,745400,98247,1719898,107162,1,Allocation proportional to the share of senior pop,District of Columbia,2019,5901537,11
31088385,15872796,11694400,1461605,25001315,4704915,1,Allocation proportional to the share of senior pop,Florida,2015,85118501,12
32045414,16615026,12143606,1455604,24898663,5030334,1,Allocation proportional to the share of senior pop,Florida,2016,87158313,12
32897621,16620840,11057894,1457486,25514325,5030334,1,Allocation proportional to the share of senior pop,Florida,2017,87548166,12
32897620,16620839,11057892,1457484,25514324,5030334,1,Allocation proportional to the share of senior pop,Florida,2018,87548159,12
32897618,16620837,11057890,1457483,25514322,5030334,1,Allocation proportional to the share of senior pop,Florida,2019,87548150,12
11081426,5657844,3522925,457613,7827659,1664503,1,Allocation proportional to the share of senior pop,Georgia,2015,28547467,13
11449654,5936459,3681542,455734,7795519,1803128,1,Allocation proportional to the share of senior pop,Georgia,2016,29318908,13
11792183,5957756,3963712,522437,9145634,1803128,1,Allocation proportional to the share of senior pop,Georgia,2017,31381722,13
11792183,5957755,3963712,522436,9145633,1803128,1,Allocation proportional to the share of senior pop,Georgia,2018,31381719,13
11792182,5957755,3963711,522436,9145633,1803128,1,Allocation proportional to the share of senior pop,Georgia,2019,31381717,13
2177988,1075581,723622,98653,1728330,298039,1,Allocation proportional to the share of senior pop,Hawaii,2015,5804174,15
2219293,1120393,745401,98248,1721234,316555,1,Allocation proportional to the share of senior pop,Hawaii,2016,5904569,15
2219292,1120392,745400,98247,1721233,316555,1,Allocation proportional to the share of senior pop,Hawaii,2017,5904564,15
2217705,1120392,745400,98247,1719981,316555,1,Allocation proportional to the share of senior pop,Hawaii,2018,5901725,15
2217600,1120392,745400,98247,1719898,316555,1,Allocation proportional to the share of senior pop,Hawaii,2019,5901537,15
2177988,1075581,723622,98653,1728330,305498,1,Allocation proportional to the share of senior pop,Idaho,2015,5804174,16
2219293,1120393,745401,98248,1721234,334722,1,Allocation proportional to the share of senior pop,Idaho,2016,5904569,16
2219292,1120392,745400,98247,1721233,334722,1,Allocation proportional to the share of senior pop,Idaho,2017,5904564,16
2217705,1120392,745400,98247,1719981,334722,1,Allocation proportional to the share of senior pop,Idaho,2018,5901725,16
2217600,1120392,745400,98247,1719898,334722,1,Allocation proportional to the share of senior pop,Idaho,2019,5901537,16
17286541,8085366,5457691,789335,14375090,2406456,1,Allocation proportional to the share of senior pop,Illinois,2015,45994023,17
17286541,8373552,5564836,786094,14316068,2534142,1,Allocation proportional to the share of senior pop,Illinois,2016,46327091,17
16572904,8373116,5570658,734240,12853405,2534142,1,Allocation proportional to the share of senior pop,Illinois,2017,44104323,17
16572903,8373115,5570657,734240,12853404,2534142,1,Allocation proportional to the share of senior pop,Illinois,2018,44104319,17
16572903,8373114,5570657,734239,12853404,2534142,1,Allocation proportional to the share of senior pop,Illinois,2019,44104317,17
8321546,4248732,2844470,400806,6855951,1262685,1,Allocation proportional to the share of senior pop,Indiana,2015,22671505,18
8499079,4406634,2906109,399161,6827801,1330640,1,Allocation proportional to the share of senior pop,Indiana,2016,23038784,18
8702183,4396597,2925069,385538,6749130,1330640,1,Allocation proportional to the share of senior pop,Indiana,2017,23158517,18
8702183,4396597,2925069,385538,6749130,1330640,1,Allocation proportional to the share of senior pop,Indiana,2018,23158517,18
8702183,4396597,2925068,385538,6749129,1330640,1,Allocation proportional to the share of senior pop,Indiana,2019,23158515,18
5081501,2189131,1555744,217942,4216934,655639,1,Allocation proportional to the share of senior pop,Iowa,2015,13261252,19
5081501,2260928,1575411,217047,4199620,682528,1,Allocation proportional to the share of senior pop,Iowa,2016,13334507,19
4463629,2255156,1500362,197755,3461845,682528,1,Allocation proportional to the share of senior pop,Iowa,2017,11878747,19
4463629,2255156,1500361,197755,3461845,682528,1,Allocation proportional to the share of senior pop,Iowa,2018,11878746,19
4463629,2255155,1500361,197754,3461845,682528,1,Allocation proportional to the share of senior pop,Iowa,2019,11878744,19
4089903,1863982,1284858,179886,3397503,556409,1,Allocation proportional to the share of senior pop,Kansas,2015,10816132,20
4089903,1932025,1310132,179147,3383554,589903,1,Allocation proportional to the share of senior pop,Kansas,2016,10894761,20
3857876,1949111,1296749,170918,2992043,589903,1,Allocation proportional to the share of senior pop,Kansas,2017,10266697,20
3857876,1949111,1296749,170917,2992043,589903,1,Allocation proportional to the share of senior pop,Kansas,2018,10266696,20
3857875,1949111,1296749,170917,2992042,589903,1,Allocation proportional to the share of senior pop,Kansas,2019,10266694,20
5782727,2952487,1933943,274322,4692373,876654,1,Allocation proportional to the share of senior pop,Kentucky,2015,15635852,21
5907747,3063071,1983860,273195,4673107,921666,1,Allocation proportional to the share of senior pop,Kentucky,2016,15900980,21
6027555,3045297,2026045,267043,4674776,921666,1,Allocation proportional to the share of senior pop,Kentucky,2017,16040716,21
6027555,3045297,2026045,267042,4674776,921666,1,Allocation proportional to the share of senior pop,Kentucky,2018,16040715,21
6027555,3045296,2026044,267042,4674775,921666,1,Allocation proportional to the share of senior pop,Kentucky,2019,16040712,21
5645998,2877419,1873003,277482,4746436,855795,1,Allocation proportional to the share of senior pop,Louisiana,2015,15420338,22
5774297,2993879,1920451,276343,4726948,904815,1,Allocation proportional to the share of senior pop,Louisiana,2016,15691918,22
5917352,2989619,1989002,262160,4589306,904815,1,Allocation proportional to the share of senior pop,Louisiana,2017,15747439,22
5917352,2989619,1989002,262160,4589306,904815,1,Allocation proportional to the share of senior pop,Louisiana,2018,15747439,22
5917352,2989619,1989002,262160,4589305,904815,1,Allocation proportional to the share of senior pop,Louisiana,2019,15747438,22
2177988,1086911,723622,98843,1728330,322834,1,Allocation proportional to the share of senior pop,Maine,2015,5815694,23
2219293,1131578,745401,98437,1721234,341152,1,Allocation proportional to the share of senior pop,Maine,2016,5915943,23
2231082,1127208,749934,98845,1730354,341152,1,Allocation proportional to the share of senior pop,Maine,2017,5937423,23
2231082,1127207,749934,98845,1730354,341152,1,Allocation proportional to the share of senior pop,Maine,2018,5937422,23
2231082,1127207,749934,98844,1730354,341152,1,Allocation proportional to the share of senior pop,Maine,2019,5937421,23
7289263,3721679,2421098,338901,5797028,1101014,1,Allocation proportional to the share of senior pop,Maryland,2015,19567969,24
7466055,3871028,2496960,337509,5773227,1171841,1,Allocation proportional to the share of senior pop,Maryland,2016,19944779,24
7663662,3871906,2575990,339528,5943687,1171841,1,Allocation proportional to the share of senior pop,Maryland,2017,20394773,24
7663662,3871906,2575990,339528,5943687,1171841,1,Allocation proportional to the share of senior pop,Maryland,2018,20394773,24
7663661,3871905,2575989,339527,5943686,1171841,1,Allocation proportional to the share of senior pop,Maryland,2019,20394768,24
9780267,4545091,3095082,436787,8124432,1351430,1,Allocation proportional to the share of senior pop,Massachusetts,2015,25981659,25
9780267,4708313,3160073,434993,8091074,1429054,1,Allocation proportional to the share of senior pop,Massachusetts,2016,26174720,25
9345796,4721769,3141407,414053,7248295,1429054,1,Allocation proportional to the share of senior pop,Massachusetts,2017,24871320,25
9345796,4721769,3141406,414052,7248295,1429054,1,Allocation proportional to the share of senior pop,Massachusetts,2018,24871318,25
9345795,4721768,3141406,414052,7248294,1429054,1,Allocation proportional to the share of senior pop,Massachusetts,2019,24871315,25
13533437,6909767,4622288,651235,11139631,2056917,1,Allocation proportional to the share of senior pop,Michigan,2015,36856358,26
13819524,7165199,4726418,648562,11093893,2173764,1,Allocation proportional to the share of senior pop,Michigan,2016,37453596,26
14216087,7182382,4778460,629825,11025534,2173764,1,Allocation proportional to the share of senior pop,Michigan,2017,37832288,26
14216086,7182382,4778459,629824,11025534,2173764,1,Allocation proportional to the share of senior pop,Michigan,2018,37832285,26
14216085,7182381,4778459,629823,11025533,2173764,1,Allocation proportional to the share of senior pop,Michigan,2019,37832281,26
6892698,3519205,2381981,318201,5442947,1039047,1,Allocation proportional to the share of senior pop,Minnesota,2015,18555032,27
7072298,3666871,2442543,316895,5420599,1105223,1,Allocation proportional to the share of senior pop,Minnesota,2016,18919206,27
7227990,3651792,2429548,320226,5605794,1105223,1,Allocation proportional to the share of senior pop,Minnesota,2017,19235350,27
7227990,3651792,2429547,320226,5605794,1105223,1,Allocation proportional to the share of senior pop,Minnesota,2018,19235349,27
7227990,3651791,2429547,320226,5605793,1105223,1,Allocation proportional to the share of senior pop,Minnesota,2019,19235347,27
3891114,1922056,1278829,184160,3238959,572994,1,Allocation proportional to the share of senior pop,Mississippi,2015,10515118,28
3891114,1993637,1311331,183404,3225660,599028,1,Allocation proportional to the share of senior pop,Mississippi,2016,10605146,28
3917552,1979262,1316808,173562,3038326,599028,1,Allocation proportional to the share of senior pop,Mississippi,2017,10425510,28
3917552,1979261,1316808,173561,3038325,599028,1,Allocation proportional to the share of senior pop,Mississippi,2018,10425507,28
3917551,1979261,1316808,173561,3038325,599028,1,Allocation proportional to the share of senior pop,Mississippi,2019,10425506,28
8467047,4151744,2847841,397174,7045015,1241784,1,Allocation proportional to the share of senior pop,Missouri,2015,22908821,29
8467047,4298337,2914714,395543,7016089,1303066,1,Allocation proportional to the share of senior pop,Missouri,2016,23091730,29
8521854,4305489,2864455,377549,6609272,1303066,1,Allocation proportional to the share of senior pop,Missouri,2017,22678619,29
8521853,4305489,2864454,377549,6609272,1303066,1,Allocation proportional to the share of senior pop,Missouri,2018,22678617,29
8521853,4305489,2864454,377548,6609272,1303066,1,Allocation proportional to the share of senior pop,Missouri,2019,22678616,29
2177988,1075581,723622,98653,1728330,226433,1,Allocation proportional to the share of senior pop,Montana,2015,5804174,30
2219293,1120393,745401,98248,1721234,241643,1,Allocation proportional to the share of senior pop,Montana,2016,5904569,30
2219292,1120392,745400,98247,1721233,241643,1,Allocation proportional to the share of senior pop,Montana,2017,5904564,30
2217705,1120392,745400,98247,1719981,241643,1,Allocation proportional to the share of senior pop,Montana,2018,5901725,30
2217600,1120392,745400,98247,1719898,241643,1,Allocation proportional to the share of senior pop,Montana,2019,5901537,30
2738802,1216914,845425,117205,2271270,361845,1,Allocation proportional to the share of senior pop,Nebraska,2015,7189616,31
2738802,1260729,859814,116724,2261944,378569,1,Allocation proportional to the share of senior pop,Nebraska,2016,7238013,31
2475783,1250838,832186,109686,1920137,378569,1,Allocation proportional to the share of senior pop,Nebraska,2017,6588630,31
2475783,1250838,832186,109686,1920137,378569,1,Allocation proportional to the share of senior pop,Nebraska,2018,6588630,31
2475783,1250838,832186,109686,1920137,378569,1,Allocation proportional to the share of senior pop,Nebraska,2019,6588630,31
3469542,1771444,1117962,142412,2436002,521939,1,Allocation proportional to the share of senior pop,Nevada,2015,8937362,32
3612643,1873096,1182221,141827,2426000,565952,1,Allocation proportional to the share of senior pop,Nevada,2016,9235787,32
3701240,1869974,1244099,163978,2870561,565952,1,Allocation proportional to the share of senior pop,Nevada,2017,9849852,32
3701240,1869974,1244099,163978,2870561,565952,1,Allocation proportional to the share of senior pop,Nevada,2018,9849852,32
3701239,1869974,1244099,163978,2870561,565952,1,Allocation proportional to the share of senior pop,Nevada,2019,9849851,32
2177988,1075581,723622,98653,1728330,282709,1,Allocation proportional to the share of senior pop,New Hampshire,2015,5804174,33
2219293,1120393,745401,98248,1721234,303353,1,Allocation proportional to the share of senior pop,New Hampshire,2016,5904569,33
2219292,1120392,745400,98247,1721233,303353,1,Allocation proportional to the share of senior pop,New Hampshire,2017,5904564,33
2217705,1120392,745400,98247,1719981,303353,1,Allocation proportional to the share of senior pop,New Hampshire,2018,5901725,33
2217600,1120392,745400,98247,1719898,303353,1,Allocation proportional to the share of senior pop,New Hampshire,2019,5901537,33
12190488,5863371,4034488,582688,10157127,1757126,1,Allocation proportional to the share of senior pop,New Jersey,2015,32828162,34
12190488,6062752,4110299,580295,10115423,1843602,1,Allocation proportional to the share of senior pop,New Jersey,2016,33059257,34
12056877,6091487,4052684,534164,9350922,1843602,1,Allocation proportional to the share of senior pop,New Jersey,2017,32086134,34
12056877,6091486,4052683,534163,9350921,1843602,1,Allocation proportional to the share of senior pop,New Jersey,2018,32086130,34
12056876,6091486,4052683,534163,9350921,1843602,1,Allocation proportional to the share of senior pop,New Jersey,2019,32086129,34
2736402,1397125,916363,119546,2044879,422257,1,Allocation proportional to the share of senior pop,New Mexico,2015,7214315,35
2806521,1455136,950483,119055,2036483,449138,1,Allocation proportional to the share of senior pop,New Mexico,2016,7367678,35
2937294,1484007,987314,130133,2278070,449138,1,Allocation proportional to the share of senior pop,New Mexico,2017,7816818,35
2937294,1484006,987314,130132,2278069,449138,1,Allocation proportional to the share of senior pop,New Mexico,2018,7816815,35
2937294,1484006,987313,130132,2278069,449138,1,Allocation proportional to the share of senior pop,New Mexico,2019,7816814,35
28963855,12985216,8915220,1291787,24032989,3879677,1,Allocation proportional to the share of senior pop,New York,2015,76189067,36
28963855,13395710,9061943,1286483,23934312,4054089,1,Allocation proportional to the share of senior pop,New York,2016,76642303,36
26513127,13395207,8911870,1174629,20562719,4054089,1,Allocation proportional to the share of senior pop,New York,2017,70557552,36
26513126,13395206,8911869,1174628,20562718,4054089,1,Allocation proportional to the share of senior pop,New York,2018,70557547,36
26513125,13395204,8911868,1174626,20562716,4054089,1,Allocation proportional to the share of senior pop,New York,2019,70557539,36
12708685,6488673,4251733,542069,9272301,1911079,1,Allocation proportional to the share of senior pop,North Carolina,2015,33263461,37
13077861,6780659,4417060,539844,9234231,2035198,1,Allocation proportional to the share of senior pop,North Carolina,2016,34049655,37
13309886,6724543,4473858,589677,10322715,2035198,1,Allocation proportional to the share of senior pop,North Carolina,2017,35420679,37
13309885,6724543,4473858,589676,10322714,2035198,1,Allocation proportional to the share of senior pop,North Carolina,2018,35420676,37
13309885,6724542,4473857,589675,10322713,2035198,1,Allocation proportional to the share of senior pop,North Carolina,2019,35420672,37
2177988,1075581,723622,98653,1728330,140985,1,Allocation proportional to the share of senior pop,North Dakota,2015,5804174,38
2219293,1120393,745401,98248,1721234,147423,1,Allocation proportional to the share of senior pop,North Dakota,2016,5904569,38
2219292,1120392,745400,98247,1721233,147423,1,Allocation proportional to the share of senior pop,North Dakota,2017,5904564,38
2217705,1120392,745400,98247,1719981,147423,1,Allocation proportional to the share of senior pop,North Dakota,2018,5901725,38
2217600,1120392,745400,98247,1719898,147423,1,Allocation proportional to the share of senior pop,North Dakota,2019,5901537,38
16393785,8089852,5508674,784378,13674313,2416119,1,Allocation proportional to the share of senior pop,Ohio,2015,44451002,39
16393785,8368820,5598512,781158,13618168,2526094,1,Allocation proportional to the share of senior pop,Ohio,2016,44760443,39
16520271,8346524,5552967,731909,12812585,2526094,1,Allocation proportional to the share of senior pop,Ohio,2017,43964256,39
16520271,8346523,5552966,731908,12812584,2526094,1,Allocation proportional to the share of senior pop,Ohio,2018,43964252,39
16520270,8346522,5552965,731907,12812583,2526094,1,Allocation proportional to the share of senior pop,Ohio,2019,43964247,39
5080736,2510093,1700964,241568,4234163,748495,1,Allocation proportional to the share of senior pop,Oklahoma,2015,13767524,40
5080736,2594510,1744261,240576,4216778,782886,1,Allocation proportional to the share of senior pop,Oklahoma,2016,13876861,40
5119955,2586751,1720973,226832,3970871,782886,1,Allocation proportional to the share of senior pop,Oklahoma,2017,13625382,40
5119955,2586751,1720973,226832,3970870,782886,1,Allocation proportional to the share of senior pop,Oklahoma,2018,13625381,40
5119955,2586750,1720972,226832,3970870,782886,1,Allocation proportional to the share of senior pop,Oklahoma,2019,13625379,40
5570464,2844111,1837888,239207,4091731,838574,1,Allocation proportional to the share of senior pop,Oregon,2015,14583401,41
5747906,2980196,1907586,238225,4074931,907556,1,Allocation proportional to the share of senior pop,Oregon,2016,14948844,41
5935278,2998676,1995028,262954,4603209,907556,1,Allocation proportional to the share of senior pop,Oregon,2017,15795145,41
5935278,2998676,1995027,262954,4603208,907556,1,Allocation proportional to the share of senior pop,Oregon,2018,15795143,41
5935278,2998675,1995027,262954,4603208,907556,1,Allocation proportional to the share of senior pop,Oregon,2019,15795142,41
21279716,9481622,6690013,955797,17695575,2832438,1,Allocation proportional to the share of senior pop,Pennsylvania,2015,56102723,42
21279716,9781330,6779539,951872,17622920,2962353,1,Allocation proportional to the share of senior pop,Pennsylvania,2016,56415377,42
19373339,9787977,6511970,858310,15025332,2962353,1,Allocation proportional to the share of senior pop,Pennsylvania,2017,51556928,42
19373338,9787976,6511969,858309,15025331,2962353,1,Allocation proportional to the share of senior pop,Pennsylvania,2018,51556923,42
19373337,9787975,6511968,858308,15025330,2962353,1,Allocation proportional to the share of senior pop,Pennsylvania,2019,51556918,42
2177988,1075581,723622,98653,1728330,222236,1,Allocation proportional to the share of senior pop,Rhode Island,2015,5804174,44
2219293,1120393,745401,98248,1721234,233796,1,Allocation proportional to the share of senior pop,Rhode Island,2016,5904569,44
2219292,1120392,745400,98247,1721233,233796,1,Allocation proportional to the share of senior pop,Rhode Island,2017,5904564,44
2217705,1120392,745400,98247,1719981,233796,1,Allocation proportional to the share of senior pop,Rhode Island,2018,5901725,44
2217600,1120392,745400,98247,1719898,233796,1,Allocation proportional to the share of senior pop,Rhode Island,2019,5901537,44
6580629,3359871,2166066,277230,4742126,992727,1,Allocation proportional to the share of senior pop,South Carolina,2015,17125922,45
6804818,3528187,2264508,276092,4722656,1070183,1,Allocation proportional to the share of senior pop,South Carolina,2016,17596261,45
6998834,3536015,2352521,310074,5428068,1070183,1,Allocation proportional to the share of senior pop,South Carolina,2017,18625512,45
6998834,3536015,2352521,310073,5428068,1070183,1,Allocation proportional to the share of senior pop,South Carolina,2018,18625511,45
6998833,3536015,2352521,310073,5428067,1070183,1,Allocation proportional to the share of senior pop,South Carolina,2019,18625509,45
2177988,1075581,723622,98653,1728330,171950,1,Allocation proportional to the share of senior pop,South Dakota,2015,5804174,46
2219293,1120393,745401,98248,1721234,181704,1,Allocation proportional to the share of senior pop,South Dakota,2016,5904569,46
2219292,1120392,745400,98247,1721233,181704,1,Allocation proportional to the share of senior pop,South Dakota,2017,5904564,46
2217705,1120392,745400,98247,1719981,181704,1,Allocation proportional to the share of senior pop,South Dakota,2018,5901725,46
2217600,1120392,745400,98247,1719898,181704,1,Allocation proportional to the share of senior pop,South Dakota,2019,5901537,46
8612557,4397313,2881977,391134,6690499,1309627,1,Allocation proportional to the share of senior pop,Tennessee,2015,22973480,47
8820689,4573384,2976352,389528,6663028,1386197,1,Allocation proportional to the share of senior pop,Tennessee,2016,23422981,47
9065518,4580164,3047197,401635,7030921,1386197,1,Allocation proportional to the share of senior pop,Tennessee,2017,24125435,47
9065517,4580164,3047196,401635,7030920,1386197,1,Allocation proportional to the share of senior pop,Tennessee,2018,24125432,47
9065517,4580164,3047196,401635,7030920,1386197,1,Allocation proportional to the share of senior pop,Tennessee,2019,24125432,47
27374192,13976441,8944706,1176030,20116444,4122541,1,Allocation proportional to the share of senior pop,Texas,2015,71587813,48
28371616,14710221,9329588,1171202,20033849,4452722,1,Allocation proportional to the share of senior pop,Texas,2016,73616476,48
29120127,14712339,9788162,1290129,22584623,4452722,1,Allocation proportional to the share of senior pop,Texas,2017,77495380,48
29120125,14712338,9788161,1290127,22584621,4452722,1,Allocation proportional to the share of senior pop,Texas,2018,77495372,48
29120124,14712337,9788160,1290126,22584620,4452722,1,Allocation proportional to the share of senior pop,Texas,2019,77495367,48
2598736,1326836,865484,108008,1847519,391561,1,Allocation proportional to the share of senior pop,Utah,2015,6746583,49
2688704,1394049,898325,107565,1839934,426513,1,Allocation proportional to the share of senior pop,Utah,2016,6928577,49
2789330,1409251,937579,123577,2163313,426513,1,Allocation proportional to the share of senior pop,Utah,2017,7423050,49
2789330,1409251,937578,123577,2163313,426513,1,Allocation proportional to the share of senior pop,Utah,2018,7423049,49
2789330,1409251,937578,123577,2163313,426513,1,Allocation proportional to the share of senior pop,Utah,2019,7423049,49
2177988,1075581,723622,98653,1728330,142183,1,Allocation proportional to the share of senior pop,Vermont,2015,5804174,50
2219293,1120393,745401,98248,1721234,151361,1,Allocation proportional to the share of senior pop,Vermont,2016,5904569,50
2219292,1120392,745400,98247,1721233,151361,1,Allocation proportional to the share of senior pop,Vermont,2017,5904564,50
2217705,1120392,745400,98247,1719981,151361,1,Allocation proportional to the share of senior pop,Vermont,2018,5901725,50
2217600,1120392,745400,98247,1719898,151361,1,Allocation proportional to the share of senior pop,Vermont,2019,5901537,50
10098485,5155983,3338050,455052,7783846,1530619,1,Allocation proportional to the share of senior pop,Virginia,2015,26831416,51
10366665,5374947,3458673,453184,7751887,1633947,1,Allocation proportional to the share of senior pop,Virginia,2016,27405356,51
10685765,5398761,3591811,473418,8287532,1633947,1,Allocation proportional to the share of senior pop,Virginia,2017,28437287,51
10685765,5398760,3591811,473418,8287531,1633947,1,Allocation proportional to the share of senior pop,Virginia,2018,28437285,51
10685764,5398760,3591810,473417,8287531,1633947,1,Allocation proportional to the share of senior pop,Virginia,2019,28437282,51
8792376,4489123,2846871,373189,6383531,1324632,1,Allocation proportional to the share of senior pop,Washington,2015,22885090,53
9084261,4710042,2964870,371656,6357321,1422823,1,Allocation proportional to the share of senior pop,Washington,2016,23488150,53
9305046,4701181,3127710,412247,7216691,1422823,1,Allocation proportional to the share of senior pop,Washington,2017,24762875,53
9305046,4701181,3127709,412247,7216691,1422823,1,Allocation proportional to the share of senior pop,Washington,2018,24762874,53
9305045,4701180,3127709,412247,7216690,1422823,1,Allocation proportional to the share of senior pop,Washington,2019,24762871,53
3305947,1481111,987307,143702,2744934,441224,1,Allocation proportional to the share of senior pop,West Virginia,2015,8663001,54
3305947,1523328,1001945,143112,2733663,459791,1,Allocation proportional to the share of senior pop,West Virginia,2016,8707995,54
3006963,1519205,1010732,133219,2332103,459791,1,Allocation proportional to the share of senior pop,West Virginia,2017,8002222,54
3006963,1519205,1010731,133219,2332102,459791,1,Allocation proportional to the share of senior pop,West Virginia,2018,8002220,54
3006963,1519205,1010731,133219,2332102,459791,1,Allocation proportional to the share of senior pop,West Virginia,2019,8002220,54
7716339,3939731,2680209,367330,6324484,1167837,1,Allocation proportional to the share of senior pop,Wisconsin,2015,21028093,55
7900689,4096379,2739575,365822,6298516,1242638,1,Allocation proportional to the share of senior pop,Wisconsin,2016,21400981,55
8126664,4105828,2731619,360041,6302776,1242638,1,Allocation proportional to the share of senior pop,Wisconsin,2017,21626928,55
8126663,4105827,2731619,360040,6302776,1242638,1,Allocation proportional to the share of senior pop,Wisconsin,2018,21626925,55
8126663,4105827,2731618,360040,6302775,1242638,1,Allocation proportional to the share of senior pop,Wisconsin,2019,21626923,55
2177988,1075581,723622,98653,1728330,111023,1,Allocation proportional to the share of senior pop,Wyoming,2015,5804174,56
2219293,1120393,745401,98248,1721234,120582,1,Allocation proportional to the share of senior pop,Wyoming,2016,5904569,56
2219292,1120392,745400,98247,1721233,120582,1,Allocation proportional to the share of senior pop,Wyoming,2017,5904564,56
2217705,1120392,745400,98247,1719981,120582,1,Allocation proportional to the share of senior pop,Wyoming,2018,5901725,56
